40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
01:14:28.0 (44144)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
01:14:28.0 (75161)|EXECUTION_STARTED
01:14:28.0 (78135)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FZDMn|AdhocLightningScheduler.getSobjectNames
01:14:28.0 (310901)|METHOD_ENTRY|[1]|01p2800000FZDMn|AdhocLightningScheduler.AdhocLightningScheduler()
01:14:28.0 (323834)|METHOD_EXIT|[1]|AdhocLightningScheduler
01:14:28.0 (623472)|CONSTRUCTOR_ENTRY|[15]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (927101)|CONSTRUCTOR_EXIT|[15]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (13166606)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (13364965)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (13422488)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (13590812)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (14012990)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (14200596)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (14252172)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (14415484)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (14463539)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (14624594)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15018948)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15200530)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15251665)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15416004)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15463745)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15631361)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15699735)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:28.0 (15887163)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
