40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
01:14:53.0 (60766)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
01:14:53.0 (125384)|EXECUTION_STARTED
01:14:53.0 (128240)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FZDMn|AdhocLightningScheduler.getSobjectNames
01:14:53.0 (478206)|METHOD_ENTRY|[1]|01p2800000FZDMn|AdhocLightningScheduler.AdhocLightningScheduler()
01:14:53.0 (492528)|METHOD_EXIT|[1]|AdhocLightningScheduler
01:14:53.0 (873534)|CONSTRUCTOR_ENTRY|[15]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (1221422)|CONSTRUCTOR_EXIT|[15]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (15810800)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (16056216)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (16138917)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (16342476)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (16749562)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (16932946)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (16983731)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (17153685)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (17202619)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (17374557)|CONSTRUCTOR_EXIT|[29]|01p2800000FZDMn|<init>(String,String)
01:14:53.0 (17784260)|CONSTRUCTOR_ENTRY|[29]|01p2800000FZDMn|<init>(String,String)
